video_id;channelTitle;title;description;tags;publishedAt;viewCount;likeCount;favouriteCount;commentCount;duration;definition;caption
Qsvy10D5rtc;ABC News;Donald Trump VICTORY SPEECH | Full Speech as President Elect of the United States;"Donald J. Trump Full Victory Speech after becoming the President-elect of the United States. Trump addressed supporters as the newly anointed 45th President of the United States in New York City: ""Now it is time for America to bind the wounds of division,"" Trump added. ""I pledge to every citizen of our land that I will be president for all of Americans, and this is so important to me."" He told the cheering crowd, ""Working together, we will begin the urgent task of rebuilding our nation and renewing the American dream.""

http://abcn.ws/2ek80vM #Election2016

SUBSCRIBE to ABC NEWS: https://www.youtube.com/ABCNews/
Watch More on http://abcnews.go.com/
LIKE ABC News on FACEBOOK
https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER:
https://twitter.com/abc
GOOD MORNING AMERICA'S HOMEPAGE:
https://gma.yahoo.com/";['Donald trump vs Hillary Clinton', 'Donald Trump', 'Trump 2016', 'Hillary Clinton', 'Clinton 2016', 'Election Night', 'Election 2016', 'Election Results', 'US presidential election', 'Who won US election?', 'whos winning the election', 'whos winning', 'who is winning', 'trump wins', 'Trump Full Speech', 'Trump full victory speech', 'donald trump victory speech', 'trump victory speech', 'trump wins speech', 'president trump speech', 'President of the United States'];2016-11-09T09:16:25Z;7469778;68133;;30433;PT36M33S;hd;false
